session_id,date,channel,device,country,landing_page,pages_viewed,session_duration_sec,bounce,product_view,pricing_view,signup_start,signup_complete,engaged,month
S02909,2026-03-09,Referral,Mobile,India,/blog,1,16.6,1,0,0,0,0,0,2026-03
S02910,2026-03-05,Paid Search,Mobile,India,/contact,1,28.5,1,0,0,0,0,0,2026-03
S02911,2026-01-24,Paid Search,Tablet,India,/blog,1,21.1,1,0,0,0,0,0,2026-01
S02912,2026-03-15,Organic Search,Mobile,India,/blog,1,11.8,1,0,0,0,0,0,2026-03
S02913,2026-01-01,Direct,Mobile,India,/products,1,10.2,1,1,0,0,0,0,2026-01
S02914,2026-02-28,Paid Search,Desktop,Australia,/contact,2,92.7,0,0,0,0,0,1,2026-02
S02915,2026-03-29,Direct,Desktop,India,/pricing,2,92.5,0,1,1,0,0,1,2026-03
S02916,2026-01-17,Organic Search,Tablet,Australia,/products,1,23.3,1,1,0,0,0,0,2026-01
S02917,2026-03-30,Organic Search,Desktop,India,/pricing,4,81.7,0,1,1,1,0,1,2026-03
S02918,2026-03-19,Email,Mobile,Canada,/products,1,22.1,1,1,1,0,0,0,2026-03
S02919,2026-01-26,Organic Search,Desktop,India,/blog,1,5.7,1,0,0,0,0,0,2026-01
S02920,2026-02-03,Paid Search,Mobile,United States,/products,1,6.2,1,1,1,1,1,0,2026-02
S02921,2026-01-24,Referral,Desktop,United States,/products,5,230.9,0,1,1,1,1,1,2026-01
S02922,2026-02-27,Organic Search,Mobile,Australia,/contact,1,16.6,1,0,0,0,0,0,2026-02
S02923,2026-03-13,Organic Search,Desktop,India,/contact,3,210.6,0,0,0,0,0,1,2026-03
S02924,2026-01-20,Paid Search,Mobile,India,/pricing,3,138.2,0,1,0,0,0,1,2026-01
S02925,2026-03-03,Organic Search,Desktop,Australia,/contact,5,243.1,0,1,0,0,0,1,2026-03
S02926,2026-02-06,Paid Search,Mobile,India,/products,1,13.4,1,1,0,0,0,0,2026-02
S02927,2026-01-20,Paid Search,Mobile,United States,/products,1,31.6,1,1,1,0,0,0,2026-01
S02928,2026-02-26,Paid Search,Mobile,India,/features,5,134.0,0,1,1,1,1,1,2026-02
S02929,2026-02-11,Direct,Mobile,India,/blog,1,22.3,1,0,0,0,0,0,2026-02
S02930,2026-03-01,Paid Search,Desktop,United States,/blog,1,28.0,1,0,0,0,0,0,2026-03
S02931,2026-02-28,Paid Search,Mobile,United States,/products,1,19.4,1,1,1,0,0,0,2026-02
S02932,2026-01-28,Organic Search,Mobile,United States,/products,4,139.2,0,1,1,0,0,1,2026-01
S02933,2026-01-30,Paid Search,Mobile,India,/,4,248.8,0,1,1,0,0,1,2026-01
S02934,2026-02-23,Email,Mobile,United Kingdom,/contact,3,119.4,0,1,0,0,0,1,2026-02
S02935,2026-01-11,Paid Search,Desktop,Australia,/products,8,270.4,0,1,0,0,0,1,2026-01
S02936,2026-01-01,Direct,Mobile,India,/pricing,2,160.1,0,1,0,0,0,1,2026-01
S02937,2026-01-08,Direct,Mobile,India,/,1,14.8,1,0,0,0,0,0,2026-01
S02938,2026-02-23,Organic Search,Mobile,India,/blog,1,33.5,1,0,0,0,0,0,2026-02
S02939,2026-03-07,Organic Search,Mobile,United Kingdom,/products,3,307.5,0,1,1,0,0,1,2026-03
S02940,2026-03-23,Organic Search,Desktop,India,/blog,1,22.5,1,0,0,0,0,0,2026-03
S02941,2026-03-11,Referral,Mobile,United States,/pricing,1,18.8,1,1,0,0,0,0,2026-03
S02942,2026-02-17,Organic Search,Mobile,India,/,1,26.8,1,0,0,0,0,0,2026-02
S02943,2026-03-05,Social,Desktop,United States,/,1,21.8,1,0,0,0,0,0,2026-03
S02944,2026-02-09,Organic Search,Mobile,Canada,/products,7,233.8,0,1,1,0,0,1,2026-02
S02945,2026-03-19,Organic Search,Desktop,India,/blog,4,327.5,0,1,1,0,0,1,2026-03
S02946,2026-02-12,Direct,Mobile,India,/features,6,396.4,0,1,1,0,0,1,2026-02
S02947,2026-03-21,Direct,Desktop,India,/products,4,160.9,0,1,0,0,0,1,2026-03
S02948,2026-01-08,Social,Mobile,India,/pricing,6,169.8,0,1,0,0,0,1,2026-01
S02949,2026-02-05,Referral,Mobile,India,/products,5,196.5,0,1,1,1,0,1,2026-02
S02950,2026-02-07,Email,Desktop,Canada,/features,3,143.3,0,1,1,1,1,1,2026-02
S02951,2026-02-04,Organic Search,Desktop,India,/contact,2,244.3,0,0,0,0,0,1,2026-02
S02952,2026-03-16,Social,Desktop,India,/blog,7,265.7,0,0,0,0,0,1,2026-03
S02953,2026-02-05,Organic Search,Desktop,India,/,3,98.9,0,1,1,1,0,1,2026-02
S02954,2026-03-26,Email,Mobile,United States,/pricing,4,112.9,0,1,1,1,0,1,2026-03
S02955,2026-02-05,Direct,Desktop,Australia,/contact,6,223.0,0,1,0,0,0,1,2026-02
S02956,2026-01-17,Direct,Desktop,India,/products,3,258.5,0,1,0,0,0,1,2026-01
S02957,2026-03-28,Organic Search,Mobile,India,/blog,2,101.7,0,1,0,0,0,1,2026-03
S02958,2026-03-04,Organic Search,Mobile,India,/contact,1,107.5,1,0,0,0,0,0,2026-03
S02959,2026-02-16,Organic Search,Mobile,Australia,/features,1,37.1,1,1,1,1,0,0,2026-02
S02960,2026-02-15,Email,Desktop,Canada,/blog,5,233.3,0,1,0,0,0,1,2026-02
S02961,2026-02-06,Social,Mobile,India,/pricing,2,76.0,0,1,1,1,1,1,2026-02
S02962,2026-03-26,Referral,Mobile,United States,/contact,1,10.7,1,0,0,0,0,0,2026-03
S02963,2026-03-19,Organic Search,Desktop,United Kingdom,/products,4,151.5,0,1,0,0,0,1,2026-03
S02964,2026-02-10,Paid Search,Desktop,United Kingdom,/features,1,10.1,1,1,1,0,0,0,2026-02
S02965,2026-03-06,Organic Search,Mobile,India,/pricing,1,11.4,1,1,1,1,1,0,2026-03
S02966,2026-01-20,Direct,Desktop,United Kingdom,/blog,8,175.1,0,0,0,0,0,1,2026-01
S02967,2026-02-06,Direct,Mobile,United States,/features,3,215.3,0,1,0,0,0,1,2026-02
S02968,2026-01-05,Organic Search,Desktop,India,/pricing,4,125.2,0,1,1,1,1,1,2026-01
S02969,2026-01-30,Paid Search,Mobile,India,/products,1,57.4,1,1,0,0,0,0,2026-01
S02970,2026-03-09,Organic Search,Mobile,India,/,1,11.3,1,0,0,0,0,0,2026-03
S02971,2026-02-02,Direct,Desktop,India,/features,1,72.4,1,1,1,1,0,0,2026-02
S02972,2026-03-06,Paid Search,Mobile,India,/blog,1,27.8,1,0,0,0,0,0,2026-03
S02973,2026-03-30,Organic Search,Mobile,Canada,/products,6,109.4,0,1,0,0,0,1,2026-03
S02974,2026-03-25,Referral,Mobile,Canada,/features,1,51.1,1,1,1,0,0,0,2026-03
S02975,2026-02-01,Direct,Desktop,India,/contact,9,251.4,0,1,0,0,0,1,2026-02
S02976,2026-01-06,Social,Desktop,India,/features,2,367.6,0,1,0,0,0,1,2026-01
S02977,2026-03-23,Paid Search,Desktop,United States,/blog,1,15.3,1,0,0,0,0,0,2026-03
S02978,2026-03-30,Paid Search,Tablet,India,/contact,1,37.3,1,0,0,0,0,0,2026-03
S02979,2026-03-26,Paid Search,Desktop,India,/features,1,3.0,1,1,1,1,1,0,2026-03
S02980,2026-01-17,Email,Mobile,United Kingdom,/,1,12.7,1,0,0,0,0,0,2026-01
S02981,2026-01-07,Paid Search,Mobile,India,/contact,3,103.0,0,0,0,0,0,1,2026-01
S02982,2026-02-20,Organic Search,Desktop,India,/pricing,5,207.5,0,1,0,0,0,1,2026-02
S02983,2026-02-27,Organic Search,Desktop,United Kingdom,/contact,7,168.7,0,0,0,0,0,1,2026-02
S02984,2026-02-20,Paid Search,Tablet,United States,/blog,2,161.0,0,0,0,0,0,1,2026-02
S02985,2026-01-05,Organic Search,Desktop,India,/blog,3,107.4,0,0,0,0,0,1,2026-01
S02986,2026-01-04,Organic Search,Mobile,United States,/products,5,126.2,0,1,0,0,0,1,2026-01
S02987,2026-02-03,Organic Search,Desktop,Australia,/,1,9.6,1,0,0,0,0,0,2026-02
S02988,2026-02-26,Direct,Desktop,India,/products,1,41.0,1,1,1,0,0,0,2026-02
S02989,2026-01-22,Organic Search,Desktop,United States,/blog,1,55.8,1,0,0,0,0,0,2026-01
S02990,2026-01-31,Paid Search,Desktop,India,/features,1,20.0,1,1,0,0,0,0,2026-01
S02991,2026-02-23,Social,Mobile,India,/,1,27.2,1,0,0,0,0,0,2026-02
S02992,2026-03-17,Social,Desktop,India,/products,1,43.6,1,1,0,0,0,0,2026-03
S02993,2026-02-17,Organic Search,Mobile,India,/blog,6,204.8,0,1,0,0,0,1,2026-02
S02994,2026-02-17,Direct,Desktop,India,/products,1,4.0,1,1,1,0,0,0,2026-02
S02995,2026-01-23,Paid Search,Mobile,United Kingdom,/,5,240.7,0,0,0,0,0,1,2026-01
S02996,2026-01-07,Direct,Mobile,India,/,1,27.6,1,0,0,0,0,0,2026-01
S02997,2026-03-04,Paid Search,Mobile,Canada,/blog,1,14.5,1,0,0,0,0,0,2026-03
S02998,2026-02-20,Organic Search,Mobile,India,/blog,4,297.7,0,0,0,0,0,1,2026-02
S02999,2026-01-17,Referral,Mobile,Canada,/features,1,13.4,1,1,0,0,0,0,2026-01
S03000,2026-03-28,Organic Search,Tablet,United States,/products,4,131.8,0,1,1,0,0,1,2026-03
S03001,2026-02-11,Social,Mobile,India,/,2,257.1,0,0,0,0,0,1,2026-02
S03002,2026-03-15,Paid Search,Desktop,United States,/features,1,33.7,1,1,1,1,0,0,2026-03
S03003,2026-01-27,Organic Search,Mobile,United Kingdom,/contact,1,48.9,1,0,0,0,0,0,2026-01
S03004,2026-03-09,Social,Mobile,India,/products,1,32.5,1,1,0,0,0,0,2026-03
S03005,2026-01-19,Organic Search,Desktop,India,/features,1,19.1,1,1,0,0,0,0,2026-01
S03006,2026-03-23,Social,Desktop,United States,/blog,3,131.9,0,0,0,0,0,1,2026-03
S03007,2026-03-10,Paid Search,Mobile,United States,/features,3,91.5,0,1,0,0,0,1,2026-03
S03008,2026-03-05,Organic Search,Desktop,India,/products,5,218.5,0,1,1,0,0,1,2026-03
S03009,2026-02-03,Organic Search,Desktop,United Kingdom,/,2,420.8,0,0,0,0,0,1,2026-02
S03010,2026-01-15,Social,Desktop,India,/,5,227.8,0,0,0,0,0,1,2026-01
S03011,2026-02-27,Organic Search,Tablet,India,/blog,1,26.3,1,0,0,0,0,0,2026-02
S03012,2026-02-03,Email,Desktop,United States,/features,1,25.3,1,1,1,1,1,0,2026-02
S03013,2026-03-01,Social,Desktop,Australia,/pricing,6,230.9,0,1,1,1,1,1,2026-03
S03014,2026-01-09,Paid Search,Mobile,India,/,8,212.5,0,0,0,0,0,1,2026-01
S03015,2026-01-24,Organic Search,Mobile,India,/,1,4.3,1,0,0,0,0,0,2026-01
S03016,2026-02-14,Paid Search,Mobile,India,/blog,1,3.0,1,0,0,0,0,0,2026-02
S03017,2026-02-18,Referral,Desktop,United States,/features,1,9.0,1,1,0,0,0,0,2026-02
S03018,2026-01-23,Organic Search,Desktop,India,/products,5,151.9,0,1,0,0,0,1,2026-01
S03019,2026-02-13,Direct,Mobile,India,/blog,3,147.2,0,0,0,0,0,1,2026-02
S03020,2026-03-06,Organic Search,Desktop,India,/pricing,1,52.3,1,1,1,0,0,0,2026-03
S03021,2026-01-02,Direct,Mobile,Canada,/features,4,153.0,0,1,0,0,0,1,2026-01
S03022,2026-01-08,Social,Mobile,India,/features,1,3.0,1,1,0,0,0,0,2026-01
S03023,2026-02-16,Direct,Desktop,United States,/products,4,222.3,0,1,1,1,1,1,2026-02
S03024,2026-01-07,Paid Search,Mobile,India,/blog,3,160.8,0,0,0,0,0,1,2026-01
S03025,2026-01-07,Organic Search,Mobile,India,/features,1,34.5,1,1,0,0,0,0,2026-01
S03026,2026-03-27,Organic Search,Mobile,India,/contact,1,5.7,1,0,0,0,0,0,2026-03
S03027,2026-01-18,Organic Search,Mobile,India,/pricing,1,20.7,1,1,0,0,0,0,2026-01
S03028,2026-03-18,Email,Desktop,India,/,5,534.4,0,0,0,0,0,1,2026-03
S03029,2026-02-07,Paid Search,Tablet,India,/pricing,4,270.6,0,1,1,1,1,1,2026-02
S03030,2026-02-01,Direct,Desktop,India,/blog,1,9.7,1,0,0,0,0,0,2026-02
S03031,2026-02-26,Social,Desktop,India,/products,3,112.1,0,1,0,0,0,1,2026-02
S03032,2026-01-01,Organic Search,Mobile,India,/contact,6,137.9,0,1,0,0,0,1,2026-01
S03033,2026-01-28,Organic Search,Mobile,India,/products,1,20.9,1,1,0,0,0,0,2026-01
S03034,2026-01-26,Organic Search,Mobile,India,/features,1,14.2,1,1,0,0,0,0,2026-01
S03035,2026-01-01,Referral,Mobile,India,/products,5,206.4,0,1,0,0,0,1,2026-01
S03036,2026-01-23,Paid Search,Desktop,United States,/,1,17.9,1,0,0,0,0,0,2026-01
S03037,2026-01-31,Paid Search,Mobile,Australia,/pricing,4,126.3,0,1,1,1,1,1,2026-01
S03038,2026-03-08,Organic Search,Mobile,United States,/blog,5,195.3,0,1,0,0,0,1,2026-03
S03039,2026-02-06,Organic Search,Mobile,India,/features,1,24.8,1,1,1,0,0,0,2026-02
S03040,2026-02-12,Paid Search,Desktop,Australia,/pricing,1,22.6,1,1,1,1,0,0,2026-02
S03041,2026-01-19,Direct,Mobile,Australia,/,1,33.1,1,0,0,0,0,0,2026-01
S03042,2026-02-21,Referral,Mobile,India,/contact,2,175.1,0,0,0,0,0,1,2026-02
S03043,2026-03-23,Social,Desktop,India,/pricing,1,23.2,1,1,1,1,1,0,2026-03
S03044,2026-03-22,Direct,Mobile,United Kingdom,/products,2,81.2,0,1,1,0,0,1,2026-03
S03045,2026-03-26,Social,Desktop,Australia,/features,2,79.1,0,1,1,1,0,1,2026-03
S03046,2026-02-07,Referral,Mobile,United Kingdom,/,3,218.5,0,0,0,0,0,1,2026-02
S03047,2026-03-19,Direct,Desktop,United States,/,1,21.5,1,0,0,0,0,0,2026-03
S03048,2026-01-01,Paid Search,Tablet,United States,/pricing,1,19.4,1,1,0,0,0,0,2026-01
S03049,2026-02-11,Email,Mobile,Australia,/blog,3,239.1,0,0,0,0,0,1,2026-02
S03050,2026-03-27,Organic Search,Desktop,India,/pricing,2,258.5,0,1,1,0,0,1,2026-03
S03051,2026-02-22,Email,Mobile,India,/contact,3,80.7,0,1,1,0,0,1,2026-02
S03052,2026-02-17,Organic Search,Desktop,Canada,/products,3,151.1,0,1,0,0,0,1,2026-02
S03053,2026-03-30,Paid Search,Desktop,India,/contact,4,205.9,0,0,0,0,0,1,2026-03
S03054,2026-01-11,Social,Desktop,India,/,3,101.5,0,0,0,0,0,1,2026-01
S03055,2026-03-12,Paid Search,Desktop,India,/,1,89.2,1,0,0,0,0,0,2026-03
S03056,2026-03-17,Direct,Desktop,India,/products,6,225.3,0,1,1,0,0,1,2026-03
S03057,2026-02-28,Paid Search,Mobile,India,/,1,35.8,1,0,0,0,0,0,2026-02
S03058,2026-01-18,Organic Search,Mobile,United States,/pricing,2,85.8,0,1,0,0,0,1,2026-01
S03059,2026-03-30,Organic Search,Desktop,India,/features,1,19.1,1,1,0,0,0,0,2026-03
S03060,2026-03-05,Organic Search,Desktop,United States,/features,2,265.2,0,1,1,0,0,1,2026-03
S03061,2026-02-28,Paid Search,Desktop,India,/blog,1,9.6,1,0,0,0,0,0,2026-02
S03062,2026-01-31,Direct,Mobile,Australia,/,4,185.3,0,1,1,0,0,1,2026-01
S03063,2026-01-04,Organic Search,Mobile,United States,/features,4,247.2,0,1,0,0,0,1,2026-01
S03064,2026-03-26,Email,Desktop,Australia,/products,6,198.5,0,1,1,0,0,1,2026-03
S03065,2026-03-16,Direct,Desktop,India,/blog,1,15.8,1,0,0,0,0,0,2026-03
S03066,2026-02-21,Direct,Mobile,India,/blog,6,148.6,0,1,1,1,0,1,2026-02
S03067,2026-02-03,Direct,Mobile,United Kingdom,/,7,202.1,0,1,0,0,0,1,2026-02
S03068,2026-01-26,Organic Search,Mobile,Canada,/pricing,1,36.6,1,1,0,0,0,0,2026-01
S03069,2026-01-31,Social,Mobile,India,/contact,1,8.6,1,0,0,0,0,0,2026-01
S03070,2026-02-02,Direct,Tablet,United States,/products,3,127.2,0,1,0,0,0,1,2026-02
S03071,2026-02-08,Organic Search,Mobile,United States,/blog,5,176.2,0,1,0,0,0,1,2026-02
S03072,2026-02-12,Referral,Mobile,India,/contact,6,171.3,0,0,0,0,0,1,2026-02
S03073,2026-01-03,Social,Mobile,United States,/products,1,8.1,1,1,1,0,0,0,2026-01
S03074,2026-03-22,Social,Mobile,India,/products,1,42.7,1,1,1,1,0,0,2026-03
S03075,2026-02-01,Email,Tablet,India,/pricing,1,42.7,1,1,1,0,0,0,2026-02
S03076,2026-02-08,Email,Mobile,Canada,/features,2,114.6,0,1,0,0,0,1,2026-02
S03077,2026-03-27,Direct,Mobile,India,/pricing,2,212.6,0,1,1,1,1,1,2026-03
S03078,2026-02-22,Paid Search,Mobile,United Kingdom,/pricing,5,116.2,0,1,0,0,0,1,2026-02
S03079,2026-01-30,Paid Search,Tablet,United Kingdom,/products,2,179.0,0,1,0,0,0,1,2026-01
S03080,2026-01-17,Organic Search,Tablet,Australia,/contact,1,8.4,1,0,0,0,0,0,2026-01
S03081,2026-02-01,Organic Search,Mobile,India,/features,6,246.1,0,1,1,1,1,1,2026-02
S03082,2026-01-18,Organic Search,Desktop,India,/blog,1,20.7,1,0,0,0,0,0,2026-01
S03083,2026-02-25,Paid Search,Mobile,India,/contact,1,62.1,1,0,0,0,0,0,2026-02
S03084,2026-01-12,Social,Mobile,United States,/blog,1,6.7,1,0,0,0,0,0,2026-01
S03085,2026-01-05,Social,Mobile,India,/contact,1,3.4,1,0,0,0,0,0,2026-01
S03086,2026-01-17,Organic Search,Desktop,United Kingdom,/,5,204.7,0,0,0,0,0,1,2026-01
S03087,2026-02-15,Organic Search,Desktop,India,/products,2,79.0,0,1,1,0,0,1,2026-02
S03088,2026-01-31,Direct,Mobile,India,/features,2,132.1,0,1,1,0,0,1,2026-01
S03089,2026-03-20,Direct,Mobile,Canada,/products,2,77.4,0,1,1,0,0,1,2026-03
S03090,2026-01-29,Email,Mobile,Canada,/products,1,28.8,1,1,1,0,0,0,2026-01
S03091,2026-01-16,Email,Mobile,India,/blog,4,123.5,0,0,0,0,0,1,2026-01
S03092,2026-03-09,Email,Mobile,United States,/blog,5,319.4,0,0,0,0,0,1,2026-03
S03093,2026-03-04,Email,Mobile,India,/products,1,4.2,1,1,1,0,0,0,2026-03
S03094,2026-02-27,Referral,Tablet,United Kingdom,/products,2,119.7,0,1,0,0,0,1,2026-02
S03095,2026-02-14,Direct,Mobile,India,/products,1,10.9,1,1,1,0,0,0,2026-02
S03096,2026-01-24,Organic Search,Desktop,United States,/,6,185.7,0,0,0,0,0,1,2026-01
S03097,2026-03-07,Organic Search,Mobile,India,/products,3,363.7,0,1,1,0,0,1,2026-03
S03098,2026-01-24,Direct,Mobile,India,/pricing,1,30.8,1,1,1,0,0,0,2026-01
S03099,2026-02-13,Organic Search,Mobile,United Kingdom,/features,7,325.4,0,1,1,1,0,1,2026-02
S03100,2026-01-26,Organic Search,Desktop,India,/products,6,332.7,0,1,0,0,0,1,2026-01
S03101,2026-02-12,Referral,Mobile,India,/products,1,21.5,1,1,0,0,0,0,2026-02
S03102,2026-02-05,Organic Search,Mobile,India,/blog,7,205.9,0,0,0,0,0,1,2026-02
S03103,2026-01-07,Referral,Desktop,India,/,5,110.5,0,0,0,0,0,1,2026-01
S03104,2026-02-16,Social,Desktop,United States,/products,6,216.6,0,1,1,0,0,1,2026-02
S03105,2026-02-21,Paid Search,Desktop,India,/products,1,13.7,1,1,0,0,0,0,2026-02
S03106,2026-03-03,Paid Search,Mobile,United Kingdom,/blog,1,109.8,1,0,0,0,0,0,2026-03
S03107,2026-03-02,Direct,Mobile,Canada,/,1,34.8,1,0,0,0,0,0,2026-03
S03108,2026-02-21,Paid Search,Desktop,India,/pricing,1,17.3,1,1,0,0,0,0,2026-02
S03109,2026-02-25,Organic Search,Desktop,United Kingdom,/blog,1,11.7,1,0,0,0,0,0,2026-02
S03110,2026-01-29,Referral,Desktop,India,/features,1,64.2,1,1,0,0,0,0,2026-01
S03111,2026-01-23,Organic Search,Mobile,India,/blog,1,22.4,1,0,0,0,0,0,2026-01
S03112,2026-02-15,Organic Search,Mobile,India,/contact,1,9.1,1,0,0,0,0,0,2026-02
S03113,2026-01-17,Paid Search,Desktop,India,/blog,3,157.8,0,0,0,0,0,1,2026-01
S03114,2026-03-20,Paid Search,Desktop,India,/products,1,27.4,1,1,1,0,0,0,2026-03
S03115,2026-03-22,Direct,Mobile,India,/products,1,17.1,1,1,1,0,0,0,2026-03
S03116,2026-02-21,Paid Search,Desktop,Canada,/,4,144.8,0,1,0,0,0,1,2026-02
S03117,2026-03-08,Organic Search,Desktop,United States,/products,2,90.0,0,1,0,0,0,1,2026-03
S03118,2026-01-10,Paid Search,Mobile,Australia,/,1,35.7,1,0,0,0,0,0,2026-01
S03119,2026-02-03,Organic Search,Mobile,United States,/products,1,37.9,1,1,1,1,1,0,2026-02
S03120,2026-02-15,Organic Search,Desktop,United States,/blog,1,46.8,1,0,0,0,0,0,2026-02
S03121,2026-01-10,Organic Search,Mobile,India,/blog,6,158.4,0,0,0,0,0,1,2026-01
S03122,2026-03-28,Direct,Mobile,United States,/products,2,160.3,0,1,1,0,0,1,2026-03
S03123,2026-03-29,Direct,Desktop,India,/pricing,1,14.0,1,1,0,0,0,0,2026-03
S03124,2026-02-19,Direct,Mobile,Australia,/products,3,125.0,0,1,1,0,0,1,2026-02
S03125,2026-03-31,Organic Search,Desktop,Australia,/pricing,5,164.7,0,1,1,1,1,1,2026-03
S03126,2026-01-13,Organic Search,Mobile,India,/pricing,1,3.0,1,1,1,1,1,0,2026-01
S03127,2026-03-06,Direct,Mobile,United States,/products,1,24.2,1,1,1,1,1,0,2026-03
S03128,2026-03-15,Organic Search,Desktop,United States,/products,3,237.5,0,1,0,0,0,1,2026-03
S03129,2026-01-18,Paid Search,Desktop,United States,/contact,1,4.7,1,0,0,0,0,0,2026-01
S03130,2026-01-26,Referral,Mobile,India,/pricing,1,24.7,1,1,0,0,0,0,2026-01
S03131,2026-01-30,Direct,Desktop,United States,/pricing,3,103.3,0,1,1,0,0,1,2026-01
S03132,2026-02-03,Email,Desktop,United Kingdom,/,2,71.4,0,0,0,0,0,1,2026-02
S03133,2026-01-27,Organic Search,Desktop,India,/products,7,153.9,0,1,1,1,1,1,2026-01
S03134,2026-03-29,Organic Search,Desktop,India,/products,4,195.6,0,1,0,0,0,1,2026-03
S03135,2026-01-11,Social,Mobile,India,/contact,1,51.0,1,0,0,0,0,0,2026-01
S03136,2026-01-18,Social,Mobile,Australia,/,1,15.7,1,0,0,0,0,0,2026-01
S03137,2026-02-13,Email,Mobile,India,/products,5,122.5,0,1,0,0,0,1,2026-02
S03138,2026-02-02,Organic Search,Mobile,India,/contact,1,42.4,1,0,0,0,0,0,2026-02
S03139,2026-03-14,Social,Desktop,India,/pricing,1,13.3,1,1,1,1,1,0,2026-03
S03140,2026-03-28,Direct,Mobile,Canada,/products,1,9.4,1,1,1,0,0,0,2026-03
S03141,2026-01-30,Organic Search,Mobile,United States,/blog,3,70.3,0,1,1,0,0,1,2026-01
S03142,2026-03-22,Organic Search,Mobile,India,/pricing,4,154.7,0,1,1,1,1,1,2026-03
S03143,2026-02-28,Referral,Mobile,India,/contact,1,6.7,1,0,0,0,0,0,2026-02
S03144,2026-01-02,Organic Search,Mobile,United Kingdom,/,3,176.0,0,0,0,0,0,1,2026-01
S03145,2026-01-01,Social,Desktop,India,/features,2,107.7,0,1,1,1,1,1,2026-01
S03146,2026-03-11,Paid Search,Desktop,India,/products,1,60.1,1,1,0,0,0,0,2026-03
S03147,2026-01-05,Social,Mobile,Australia,/features,1,37.3,1,1,0,0,0,0,2026-01
S03148,2026-01-10,Paid Search,Mobile,India,/features,7,271.1,0,1,0,0,0,1,2026-01
S03149,2026-03-07,Email,Desktop,India,/features,4,387.6,0,1,1,0,0,1,2026-03
S03150,2026-02-22,Organic Search,Mobile,India,/features,1,13.9,1,1,0,0,0,0,2026-02
S03151,2026-02-13,Organic Search,Mobile,United Kingdom,/blog,1,16.2,1,0,0,0,0,0,2026-02
S03152,2026-03-05,Paid Search,Mobile,United Kingdom,/,4,237.9,0,1,1,1,0,1,2026-03
S03153,2026-01-09,Direct,Mobile,India,/,1,8.0,1,0,0,0,0,0,2026-01
S03154,2026-02-14,Organic Search,Desktop,United States,/products,4,169.6,0,1,1,0,0,1,2026-02
S03155,2026-01-27,Organic Search,Desktop,Australia,/pricing,4,225.2,0,1,1,1,0,1,2026-01
S03156,2026-03-31,Direct,Tablet,United Kingdom,/products,4,88.0,0,1,0,0,0,1,2026-03
S03157,2026-01-01,Organic Search,Desktop,India,/blog,1,7.4,1,0,0,0,0,0,2026-01
S03158,2026-02-15,Organic Search,Mobile,India,/blog,1,7.2,1,0,0,0,0,0,2026-02
S03159,2026-01-04,Email,Mobile,Canada,/contact,1,7.6,1,0,0,0,0,0,2026-01
S03160,2026-01-13,Organic Search,Mobile,India,/products,1,34.1,1,1,0,0,0,0,2026-01
S03161,2026-01-31,Referral,Mobile,India,/features,1,41.3,1,1,1,0,0,0,2026-01
S03162,2026-01-04,Referral,Mobile,India,/blog,1,8.3,1,0,0,0,0,0,2026-01
S03163,2026-02-27,Organic Search,Mobile,Canada,/contact,1,22.0,1,0,0,0,0,0,2026-02
S03164,2026-03-02,Paid Search,Mobile,India,/features,4,172.0,0,1,1,0,0,1,2026-03
S03165,2026-03-14,Paid Search,Mobile,India,/products,1,47.9,1,1,1,0,0,0,2026-03
S03166,2026-02-07,Paid Search,Desktop,United States,/,1,3.7,1,0,0,0,0,0,2026-02
S03167,2026-02-22,Organic Search,Desktop,India,/contact,1,24.1,1,0,0,0,0,0,2026-02
S03168,2026-03-02,Organic Search,Tablet,India,/blog,5,156.8,0,0,0,0,0,1,2026-03
S03169,2026-03-17,Organic Search,Mobile,India,/features,1,8.2,1,1,0,0,0,0,2026-03
S03170,2026-02-28,Paid Search,Mobile,India,/features,5,169.0,0,1,1,0,0,1,2026-02
S03171,2026-01-11,Referral,Tablet,Australia,/blog,1,6.7,1,0,0,0,0,0,2026-01
S03172,2026-02-04,Paid Search,Desktop,India,/blog,3,170.2,0,0,0,0,0,1,2026-02
S03173,2026-01-09,Paid Search,Desktop,Canada,/contact,4,164.5,0,0,0,0,0,1,2026-01
S03174,2026-02-03,Referral,Mobile,India,/features,2,143.4,0,1,1,0,0,1,2026-02
S03175,2026-02-14,Paid Search,Mobile,India,/products,2,155.7,0,1,1,1,1,1,2026-02
S03176,2026-02-13,Organic Search,Desktop,India,/,2,231.3,0,0,0,0,0,1,2026-02
S03177,2026-01-12,Email,Desktop,India,/,1,34.5,1,0,0,0,0,0,2026-01
S03178,2026-02-11,Direct,Mobile,India,/pricing,1,33.7,1,1,0,0,0,0,2026-02
S03179,2026-01-02,Organic Search,Mobile,India,/features,5,238.1,0,1,1,1,0,1,2026-01
S03180,2026-01-20,Direct,Mobile,Australia,/features,4,309.7,0,1,1,1,0,1,2026-01
S03181,2026-03-10,Referral,Mobile,India,/products,3,186.5,0,1,1,0,0,1,2026-03
S03182,2026-01-02,Organic Search,Desktop,Australia,/products,1,27.3,1,1,1,1,1,0,2026-01
S03183,2026-02-10,Direct,Mobile,India,/pricing,5,183.7,0,1,1,0,0,1,2026-02
S03184,2026-03-16,Organic Search,Mobile,India,/features,5,222.0,0,1,0,0,0,1,2026-03
